,id,premise,hypothesis,lang_abv,language,label
7930,16860f256b,"एक बात यह है कि युद्ध के मार्ग-घर के विकास में बहुतायत में बच्चे होते थे, और उन्हें शहर के रूप में माना जाता था, वजो शानदार रूप से डिजाइन किए गए थे।","केवल एक चीज जो युद्ध के बाद की अवधि के विंग बिल्डिंग में आम थी, वे वयस्क थे।",hi,Hindi,2
5615,b13b9d140b,"Không có khả năng giao tiếp là một yếu tố quan trọng tại Trung tâm Thương mại Thế giới, Lầu năm góc và Hạt Somerset, Pennsylvania, nơi nhiều cơ quan và khu vực pháp lý đã phản ứng tại hiện trường vụ việc.",Mọi người gặp khó khăn khi giao tiếp tại Trung tâm Thương mại Thế giới vì mất điện và đường dây điện thoại bị cắt.,vi,Vietnamese,1
3107,a0a7ea538b,"Saving-Expenditure Theory of Fiscal Policy, Working Paper 7571.",The paper deals with the principles of fiscal policies.,en,English,0
1249,3c91dcf486,"A more detailed implementation plan is also required to address business systems, processes, and resources.",Less detailed plans will be necessary to address business systems,en,English,2
1271,95b478677f,"Συχνά, ο μόνος άνθρωπος που μπορεί να γιατρέψει την caada de mollera είναι ένας θεραπευτής.",Οι θεραπευτές αντιμετωπίζουν συχνά την πτώση της γνάθου.,el,Greek,0
11794,5db181cde3,กำลังมองหากุญแจที่จะทำให้คุณปลอดภัย? (ขออภัยในคำหยาบ),ฉันไม่เห็นว่าสิ่งที่ฉันพูดเป็นเรื่องตลก,th,Thai,2
7416,e0cb3746c5,I do not know.,I don't have the first clue.,en,English,0
9218,eb6b3e14e1,There is simply no historical precedent for a great empire to end because it was not economically or technologically competitive.,The empire was too big to fail and couldn't resign just because they were in financial trouble.,en,English,1
6828,73cc7abf67,"Even after we have hired good people, we need to take steps to keep them.",People often stay in a job for different reasons than they have to accept the position.,en,English,1
829,092f516c86,so I don't totally agree with that either,I have different reasons to doubt each one.,en,English,1
2790,0bb1b010a9,"Mübadele ihtiyacının farkındalığından hareket etme ihtiyacı için bkz. James Steinberg Bildirisi, 14 Ekim 2003.","James Steinberg, ne pahasına olursa olsun veri paylaşımını engellemekte ısrar etti.",tr,Turkish,2
5245,5508b1735e,"I've thought about it""",I've been thinking about it for two weeks.,en,English,1
9108,090b18ec94,หากไม่มีคุณช่วยเรา เราจะสูญเสียเงินจากการลงทุนนี้,เราจะสูญเสียเงินถ้าคุณไม่ช่วย,th,Thai,0
1875,3456f365b8,oh constantly,I jog all the time,en,English,1
5171,fcf9804fa3,"Si es posible, familiarícese con la trama antes de tiempo.",La lección será más fácil si entiendes la trama del libro.,es,Spanish,1
7823,4bbef108bf,You know.,You are aware.,en,English,0
7542,0f1cc91a0d,克林顿政府的立场是，互联网应该是一个联邦免税区。,克林顿政府支持网络自由。,zh,Chinese,0
11664,53fd4be1b2,so they don't share much cash anymore,They still use cash heavily for their transactions.,en,English,2
3579,2b321040c2,Dole: We should agree that someone else should do it.,Someone else we appoint will do it.,en,English,1
341,d250ab094c,"Faisant partie des murs de la ville, la porte a été conçue par les Prussiens les plus pratiques non pas comme un arc de triomphe mais comme un outil imposant pour la collecte des impôts.",La porte a été construite pour pouvoir transporter des personnes.,fr,French,0
444,fee3189482,"tasarım, seyahat onaylanmadan önce ödemeye izin verileceğinden endişeliydik.",Ödemenin bildirimden önce gidebileceğini düşünüyoruz.,tr,Turkish,0
1653,63e20bcc02,Ingechukua angalau mara kadhaa ya maisha ya sasa ya ulimwengu kufanya kila protini ya urefu iwezekanayo angalau mara moja.,Itachukua miaka michache tu kutengeneza protini zote.,sw,Swahili,2
9463,7b2f447220,"由方框组成的线条显示所有邮寄人的福利水平, 而由菱形组成的线显示将工作转移到另一方的技术损失 (如果是否定的)。",这些线条计算出邮件的福利水平是十个百分比。,zh,Chinese,1
6430,ad4ac3cea3,Serra de Tramuntana के टेढ़े-मेढ़े पहाड़ों में समुद्र में खड़ी चढ़ाई के कुछ बिंदु हैं जो केवल एक बंदरगाह और तट के साथ किसी भी आकार के बंदरगाह के रूप में काम करते हैं।,"भूस्खलन अक्सर पहाड़ों में होते हैं, जिससे बंदरगाहों का निर्माण आसान नहीं होता है।",hi,Hindi,1
11976,22000a0850,سألني أن لدي شيئًا أعرضه لك ، وركب اللورد جوليان المرافق ، كما قيل له.,نزل جوليان من جبته لأنه أخبره أنه ليس لديه ما يظهره.,ar,Arabic,2
8524,2722e279fe,"He jumped up, put a hand on the charging horse and came at the animal with the axe.",He swung at the brute with his sword.,en,English,2
4806,9c7f02fba3,"However, the costs involved are mainly some of the assessment and collection costs for the imported goods, such as the salaries of the import professionals (the sorters) and the costs of customs handling. paperwork.",The costs involved are not some assessment and collection costs,en,English,2
4858,3915478dce,"How, when the tea had been made, and all stood, he reached out to my head, put his hands over it, and pulled me gently to his breast, and it smelled of the smoke of dung and cinnamon and lamb fat, I now heard a wheezing wheezing. Like the last whispered word of the Prophet repeated by believers, then he prayed for what no one had time to translate - his son interrupted the old man to tell him a group of snake charmers asked for his blessing, and a blind thief rose. Away, I took one long look, then straightened my collar and beckoned me toward the door.","When the tea was over, he put his hands on me in a romantic way.",en,English,1
131,101dc2c1bb,"A more detailed implementation plan is also required to address business systems, processes, and resources.","Detailed implementation plans are required to address business systems, processes, and resources.",en,English,0
9395,c766f473a1,From a grocer who wanted to buy my car because it was a Trans Am. They were seventeen year old high school seniors. And they have to impress their girlfriends.,There are people who want to buy my car.,en,English,0
101,a8bcd9ccf7,high humidity,Air with increased water content.,en,English,0
11668,bfed511c92,"In 1979, he stopped at a Lexington clothing store to buy cowboy boots.",He loved wearing cowboy boots.,en,English,1
4602,b8052c2d77,"You can also see a Roman nileometer carved into the rock, which measured the height of the river and helped ancient priests time the announcement of the Nile flood, which prompted a movement of laborers from the fields to community projects like temple building.",Ancient Priests Predicted the Flood with the Roman Nileometer,en,English,0
8660,c583d627f9,Emeralds?,Do they wear emeralds?,en,English,1
708,5fd0d3c068,"You try hard to get your call back with actual emergencies, but that payoff is empty.",Rewards are very useful if you are breaking stories.,en,English,2
3803,7b8bc5d3be,"After de Gaulle's emotional march down the Champs-Elys?es, post-war reconstruction, although spurred on by the generous assistance of the Americans' Plan of Marōshall, proved treacherous. nan, and de Gaulle's wartime alliance of conservatives and the Communist Party soon fell apart.","After the split, war followed between the two countries.",en,English,1
4105,1be231f93b,"Unaona, mbegu ya asili ya Mendelian iliyotawala ilichaguliwa kwa urahisi wakati hali ya mazingira ilikuwa nzuri.",Mazingira hayakuwa sawa kila wakati kwa jeni kuu za Mendelian.,sw,Swahili,0
6105,1e1de4f7bb,"At that event, legal services personnel, court personnel, and other technology experts saw demonstrations by four companies on their products, and assessed their utility for preparing pro se documents.",Legal services officers have seen product demonstrations on software that will help them file cases quickly.,en,English,1
1785,151b747ac3,نیو یارک کے ایڈم گوپنک کا کہنا ہے کہ وینس بینالے کو پاپ فنکاروں نے بہت زیادہ کر دیا ہے، جو سالوں میں ان کے بہترین کام سے ہٹا دیا گیا ہے (جم ڈین، کلیس اولنبرگ)، جو ساتھ ساتھ بیٹھے ہیں۔ ہیں,وینس Biennale زیادہ تر ہے,ur,Urdu,0
6036,ac7cff781f,"Някои от функциите концентрация-отговор, използвани в този анализ на ползите, са от подобни краткосрочни проучвания.","Използвани са само данни, събрани чрез дългосрочни проучвания.",bg,Bulgarian,2
8712,3d8a734614,玛丽特蕾尔会告诉你关于这个。,只有我知道这一点。,zh,Chinese,2
9077,ca7aa42078,The number of steps built into the interior means it is not suitable for patients or those with heart problems.,There are a hundred steps leading to the interior.,en,English,1
5854,0911640be2,We will not be expected to perform a ballet on this subject,We have been asked to vote on this topic.,en,English,2
2564,6f8509533e,"The core features of the Law of Results—strategic planning, performance measurement, and public reporting and accountability—can serve as powerful tools to help change the basic culture of government.",The outcomes approach has strategic planning as a central feature.,en,English,0
2136,fc004b28ed,四十年前，一名名叫贝蒂格罗塔（Betty Groh Tower）学生进入病历管理项目，成为我们的第一个毕业生。,Betty Groh Tower四十年前就毕业了。,zh,Chinese,0
10257,f47d1d9a46,A 1997 Henry J. Kaiser Family Foundation survey found that Americans in managed care programs are basically satisfied with their own care.,The Henry Kaiser Foundation shows that people hate their healthcare,en,English,2
8654,e8d4ab86ba,"(Never mind the hard reading, which seems to have taken a week to create.)",The strictest reading suggests that creation took seven days.,en,English,0
234,aee859bf43,Jon walked back to the town to the smithy.,John continued towards the mountains.,en,English,2
346,a5da185d23,but uh these guys were actually on the road two thousand miles from home when they had to take their uh final exams and send them in,These persons took their midterm exams from home.,en,English,2
5024,01d6541cf5,และมันดีมาก ฉันรู้ว่ามันจะต้องเศร้าและฉันรู้ว่าบางคนจะต้องตาย,ฉันหวังว่าฉันจะมีช่วงเวลาที่สบายใจบ้าง,th,Thai,1
7870,990cfa9aba,"Αν και αυτή η προσέγγιση θα φαίνεται αρκετά λογική στους ορθολογιστές, είναι μια από τις πιο αμφιλεγόμενες προσεγγίσεις για τη συμφιλίωση πίστης και λογικής.",Δεν υπάρχει τρόπος να συμφιλιωθούν η πίστη και η λογική.,el,Greek,2
8975,b8a62a2f04,"As discussed in chapter 1, personal savings is the total amount of disposable personal income left after personal spending on goods and services.",Personal savings is how much disposable personal income remains after personal consumption.,en,English,0
3197,0941ea8a4e,yeah it's here in New England we call it a backpack which is the same thing that is you have everything on your back you know an aluminum frame for a camp,Everyone in New England goes backpacking on the weekends.,en,English,1
5106,84762a6516,Suy đoán này ít nhất một phần dựa trên thông tin về việc Thumairy lãnh đạo một phe cực đoan trong nhà thờ Hồi giáo.,Nhà thờ Hồi giáo là nơi trú ngụ của các phe phái cực đoan.,vi,Vietnamese,0
11932,536d3fcab3,"But, as the last problem I'll outline suggests, neither of the previous two objections matters.",I had just described one of the problems.,en,English,2
2996,8ff12cf6be,"Say, friend, don't you know they've given you up for dead?",You were thought dead!,en,English,0
3182,efc80c26a8,Le Talmudique n'emporte aucun bagage en soi.,Le Talmud a tous ces problèmes.,fr,French,2
7376,a999f2e69a,Then it occurred to me that the criminal standard is low.,Then I realized that criminals have small ideals and only care about themselves and others like them.,en,English,1
1690,5bf4e5f171,لیکن زیلون کے مطابق بنچ پر ان کا کام ایک ایک کرکے عام لوگوں کی زندگیوں کو متاثر کرتا ہے۔,اس کا کام دولت مندوں کی طرف تھا۔,ur,Urdu,2
4887,947a9cb3c8,"Il finance les soins, l'alimentation et l'hébergement des milliers de plantes et d'animaux du zoo.",Les animaux du zoo en profitent grandement.,fr,French,0
7085,f26c29a16b,He tightened his cloak and for a moment wished he hadn't shaved his head.,The man wrapped his superhero cape around himself to show off.,en,English,1
6151,e5199cbbf1,नंबर 8 मई कोने का घर हाल ही मे गेनेरलितत के सदर की रिहाइश गाह था.,نمبر 8 سڑک کے بیچ میں ہے۔,ur,Urdu,2
9096,7ece2b4ac0,"Yaralı hastalarda alkol kullanımı sorunu, travma ekibinin amaçlarının bir parçası değildir.",Travma ekibi önce alkol sorununu ele almalıdır.,tr,Turkish,2
11140,4c97fda2f8,"Sonra el abuelo derdi, Pues que recen y se acuesten (Eh, dua edip yatağa gidelim).",Dua etmemize gerek yok.,tr,Turkish,2
6294,604872c81e,well i think uh you mean retirement,I assume you mean retirement.,en,English,0
11084,44efcd3789,"I think the processing speed is close to the house speed anyway, so keep it normal as it can't upset the system much",The rate of processing just reached the rate of housing.,en,English,0
4954,c82811dc75,"Là-bas, la scène est moins détendue et la question de la langue peut vous rebuter, mais au moins vous pourrez vous faire une idée de la société de consommation chinoise.","Vous n'avez pas à vous soucier de la langue, tout le monde parle anglais de toute façon.",fr,French,2
7169,e2fbb7f9df,There's food for everyone. and houses were hastily consecrated as a shelter for the people.,The premises are haphazardly constructed to house people.,en,English,0
9413,9753eca974,The original wax models of the river gods are on display in the City Museum.,They have models made out of clay.,en,English,1
31,ca2570d90c,Muundo wa mashua hii inaruhusu kuingia kwa meli zinazowasili.,Boti zilianzishwa ili kurahisisha kukamata meli zinazokaribia.,sw,Swahili,0
10154,774797b61b,"A funny place for a piece of brown paper, I mused.",I was thinking how weird there was a piece of brown paper in that spot.,en,English,0
11456,f4ef3cf4cd,Yeah well it's mine I mean every time I've tried to go you know there's always league bowling,Every time I try to go bowling there are leagues only.,en,English,1
7059,7ea5f99446,但你为什么不开始呢，因为你已经有更多的时间去思考它，如果你不介意的话。,你应该坚持下去，因为你什么都不知道。,zh,Chinese,2
6324,c6a781cf16,"Little does it cater to locals, Universal's Cityalk tries to lure tourists with its expansive retail spectacle, including a magic shop, toy store, sporting goods store and lots of sci-fi memorabilia.","Locals are not the primary target of many magic shops, toy shops, and sports shops.",en,English,0
428,cbccef28bf,"13 Effective implementation by the executive of the Government Performance and Results Act (GAO/GGD-96-118, June 1996).",Officials did not implement the Government's Performance and Results Act,en,English,2
6000,f9168da3dd,Candidates must submit a set of fingerprints for review by the FBI.,Candidates do not have to be fingerprinted.,en,English,2
9570,ad0de1087b,"The best beach in Europe, at least that is the verdict of its patrons.",Regular beach lovers say that it is the best in Europe.,en,English,0
2920,af876b6d8c,ہاں، اس نے آگے کہا، یہ سچ ہے۔ لیکن کچھ ایسے بھی تھے جو اس اقدام کے خلاف کھلی اور واضح بغاوت میں تھے۔,کچھ لوگوں نے موجودہ کورس کو پسند نہیں کیا اور اسے یکسر مسترد کر دیا۔,ur,Urdu,0
5460,7793908ec0,I know I haven't done that often,I did it a lot.,en,English,2
3071,5cabd580f4,Его рука сжала приклад одного из выброшенных пистолетов.,"Он вооружился, потому что собирался проникнуть в еще более опасную часть города.",ru,Russian,1
6006,70a50fe736,They don't allow them not to do that.,They don't and it's not allowed.,en,English,0
10576,c0658015a3,I noticed that there was a long branch running out from the tree in the right direction.,The branch was positioned in the right position on purpose.,en,English,1
3889,be565e1d38,من العواقب المخيفة لأمراض القلب حدوث تلف لا رجعة فيه لعضلة القلب.,مرض القلب المدمر الذي يصيب عضلة القلب ينهيهم.,ar,Arabic,0
9692,1f90e19f5b,Guess it wasn't too long at the box office. But I think it's pretty good.,"Apparently it didn't last very long at the box office, but I think it was pretty decent.",en,English,0
1805,6f53716114,"ей-богу, ты знаешь, что он не играл ни по каким правилам, и ему было все равно, конечно, его выгнали",Он нарушил все правила.,ru,Russian,0
878,a4ef5398fb,we are thinking of putting one of these,We want to buy one tomorrow.,en,English,1
2061,7595f33c72,"Oh yeah, actually he, uh, he should go to jail. And his problem was that he received a fixed salary for three years. So whether he plays or not. They had to pay him ten million dollars. So if they","He is a hard worker and has helped the team achieve great success, I don't see anything wrong with paying him a salary of one million dollars.",en,English,2
1985,9d943458bd,Many people rely on their local government for protection.,The government provides protection to many people.,en,English,0
5229,fd095e6366,"This is an excerpt of the voice-over creed read in the opening credits of the new UPN series Star Pitiful Helpless Giant, starring former Secretary of State George Shultz.",Star Poor Helpless Giant is a show on WGN.,en,English,2
4663,fbd53126ae,"I don't know how it would take to arrive at a true perfect system or if there is one, but",I can give you an answer that is a perfect answer.,en,English,2
6001,ecdbbe4bce,Hang everything! said Tommy indignantly.,Tommy happily announced not to hang anything.,en,English,2
9250,b9e52fb78f,"Under the leadership of Henry the Navigator, the caravel set out from the westernmost point of the Algarve in southern Portugal in search of foreign lands, fame and fortune.",The Portuguese crown banned exploratory and trading expeditions and imprisoned Henry the Navigator.,en,English,2
5268,1976ded48b,"I'm sure I won't get caught in it,' Julia remarked about the suitcase she was carrying.",Julia was talking about the suitcase she was carrying.,en,English,0
11329,86654c3685,Interessanterweise können in allen Volkswirtschaften dieselben Merkmale auftreten.,"Es lohnt sich zu bemerken, dass die gleichen Merkmale auf die ganze Wirtschaft zutreffen könnten.",de,German,0
1423,c3b1160ece,I think that's cool there's a handful of places in Houston where they're trying to do that I don't know if they've done it citywide yet or not where they have the colored bags and the box bags,They have no plans to try it in Houston.,en,English,2
11429,8ab8d77a65,"Sí, tu sabes que ella era genial.","No, ella era terrible.",es,Spanish,2
622,5659a75c20,"My conclusion is that I would recommend the book to students and colleagues and hope it does well, despite its p.c. anti-intellectual.",I can't stomach this book so I'm not going to recommend it.,en,English,2
8208,706b08fd87,right and that was back in nineteen fifty nine,will be in the future.,en,English,2
610,b236b2a8a6,"Cruises are available from Bhansi Ghat, near the CityPalace.",You can take a cruise from Bhansi Ghat.,en,English,0
12024,d42c6365d4,McKim Mead tarafından tasarlanan villayı görmek için dolambaçlı bir yol,Bir malikane inşa etmek 2 milyon dolar aldı.,tr,Turkish,1
3656,a033673a3d,许多人认为聘请Michael Apted为该系列带来更多人情味。,Michael Apted 受聘，要为这系列剧添加一点个人特质。,zh,Chinese,0
8810,45d0c9242e,But we don't rule out regulation in the future if the industry fails to police itself.,Regulation is a possibility for the future.,en,English,0
3646,eee92c7ad0,"Бих искал да видя това, продължете.","Щеше да е хубаво, ако набирането на средства беше продължило през юли.",bg,Bulgarian,1
3325,ab2d925787,Deux conceptions américaines de la protection du drapeau et de la célébration de la liberté d'expression se concentreront finalement sur des manières contradictoires d'être américain.,Les Américains veulent protéger le drapeau.,fr,French,0
1685,d2455f8a6b,"Το κύριο συμπέρασμα που συνάγεται από την προσομοίωσή μας είναι ότι οι αυτόνομοι παράγοντες που συνδέουν έναν ή περισσότερους αυτοκαταλυτικούς και επιχειρηματικούς κύκλους είναι εντελώς εύλογες, αν και πρωτότυπες, μη ισορροπημένες, ανοιχτού δικτύου χημικές αντιδράσεις.",Μπορούμε να βγάλουμε κάποια συμπεράσματα από την προσομοίωση μας.,el,Greek,0
7138,0ead42d8fd,Anh ấy đã điều chỉnh kính viễn vọng của mình theo con số đó.,Anh ấy đã làm vỡ chiếc kính viễn vọng của mình và do đó không thể nhìn thấy gì với nó.,vi,Vietnamese,2
11433,6a71ba91d9,أنت تعرف على وجه التحديد كيفية القيام بأشياء من هذا القبيل وأنت تعرف أن لها مثل هذه النهاية الاحترافية,يتم طهي شرائح اللحم بمهارة كبيرة,ar,Arabic,0
4578,ce438d2747,I now submit this report to you and the other designated officials.,Everyone needs to see the report.,en,English,1
4030,e7104d56ea,"Ja, und ich würde sagen, äh, ich werde springen, was, äh, ich denke, sollte, äh, das gleiche Publikum bekommen wie, äh.","Ich werde wählen, dass ich fliegen werde.",de,German,0
8371,0a2bc0a5a3,oh wow no i just started about five years ago i think,It had started five years ago.,en,English,0
2707,efd40a4112,"Things were strong, but somewhat fragile.",It was incredibly strong and not brittle at all.,en,English,2
2879,ad4794f489,听听这位绅士！他嘲笑到。,他取笑了那个男人。,zh,Chinese,0
8416,1e3103c933,They declared that Japan's mission was to advance its backward Asian neighbors in a language not much different from that of Europeans in Africa or the United States in Latin America.,The Japanese were simply following their version of America's manifest destiny.,en,English,1
12041,9a84bf3daa,"Und ich sagte, na, das ist gut, na, so ähnlich.","Ich sagte, ich mag die neue Version des Songs.",de,German,1
13,4c25aa4c06,我希望你的领主能够最终开始认识到，向这样的人授予国王委员会的愚蠢行为反对我的所有建议。,大人刚刚接受了我的意见，并且采取了相应的行动。,zh,Chinese,2
9223,1960c954fe,บริษัทใช้เพื่อให้แน่ใจว่าการออกแบบผลิตภัณฑ์มีความเสถียรเมื่อสิ้นสุดระยะการรวมผลิตภัณฑ์ เป็นการแสดงให้เห็นว่าการออกแบบจะสอดคล้องกัน,คีย์จะแตกต่างกันไปในแต่ละบริษัท,th,Thai,1
2308,8252774a07,"Unter dem Altar befindet sich ein Loch, das von einer Silberplatte umgeben ist, wo der Überlieferung nach das Kreuz Jesu zusammen mit denen der beiden Diebe auf beiden Seiten platziert wurde.",An Kreuzen standen drei Personen.,de,German,0
11735,1d668ba9cc,APALRC will provide interpreters.,The interpreters will be distributed by APALRC.,en,English,0
1313,9f79175fb8,"Когато не се приема праг, както често се случва в епидемиологичните проучвания, се приема, че всяко ниво на експозиция създава ненулев риск от реакция в поне един сегмент от населението.","Дори и да няма ограничение, съществува огромен риск от излагане.",bg,Bulgarian,2
9609,67206b356b,"If I had decided to be an actor, I should have been the greatest actor alive!",I didn't decide to become an actor as I didn't have the confidence at the time to take that first step.,en,English,1
2606,933a5c346b,"Qu'il s'agisse d'un sujet littéraire, d'un problème de recherche sociale ou d'un personnage historique important, chaque pièce est directement liée au programme scolaire.",Les jeux sont autonomes et ne sont pas obligatoires à l'école.,fr,French,2
8325,172985b606,"Missouri was directed to continue its planning efforts and file a supplemental planning report with the LSC on or before October 1, 1999.",Missouri was happy to continue its planning efforts.,en,English,1
2204,b78b765a04,these little kids don't understand,Little kids totally understand.,en,English,2
971,719c74e533,"Thus, the imbalance in the volume of mail exchanged magnifies the effect of the relatively higher rates in these countries.",The number of incoming and outgoing mail is completely equal.,en,English,2
10950,7861624f92,There are many villas along the way but little by little they seemed to get thinner and we ended up coming to one that seemed to be the last in the bunch.,"There are many huge villas along the way, but they seemed to get thinner and thinner and thinner and thinner until we came to the largest and most secluded one that seemed to be the last.",en,English,1
5111,2f39a20ab1,Many who fled returned.,They all ran and never looked back.,en,English,2
2356,ce29466c17,"it's great when you think about how she wrote it and stuff, otherwise the lyrics are kind of like",I think she wrote it when she was drunk one night.,en,English,1
8565,89fc8a28e3,The chain operator smiled at her.,The person holding the necklace is smiling.,en,English,0
9219,cfcb5c8d1c,She admitted that sitting at night is always quite nervous.,"She confessed, ""Siting up at night is quite a nervous experience.""",en,English,0
8896,14de0c79c3,"The tomb keeper will unlock the tunnel door and give you a candle to explore the small circular catacomb, but for what little you can see it's not worth it.",The guardian of the course will not allow anyone to enter.,en,English,2
3854,76215b7e28,"Điều này thể hiện rõ nhất ở các hàng cột, mà Vincent Scully so sánh với những cột dự kiến ​​sẽ tập hợp thành một phalanx.",Nó không rõ ràng khi nói đến các cột.,vi,Vietnamese,2
9291,ccfb308d96,"""Ich dachte, das wäre ein Privileg und ist es immer noch und ist es immer noch. Ich war der einzige 229 Ex-O, was mein Karrierefeld bei der AFCF Air Force war.""","Ich hatte den Eindruck, dass ich im AFCF Air Force Career Field der einzige mit dieser Nummer war.",de,German,0
7114,1e275733f1,"But if you take it seriously, the anti-abortion position is by definition firm.","If you decide to seriously support the fight against abortion, it is a very good belief to hold.",en,English,1
7323,a241d033c1,"They don't call them immigrants anymore, that was in my grandfather's time",They used to call them immigrants.,en,English,0
8496,374f1b0c64,um yeah we've tried to do that we've made our payments you know we have everything down to zero and especially right before I left work two years ago to be home with the kids was,We did not pay ours off at any time.,en,English,2
7066,2953ef26ca,"In fact, recent economic research suggests that investment in information technology accounts for most of the acceleration in labor productivity growth—a key component of overall economic growth—since 1995.",Investments in the financial sector explain most of the acceleration in labor productivity.,en,English,2
11696,b0f22abe3e,"The word tapa itself translates as lid, and stems from the ancient custom of serving a sip of food and drink, with the food served on a saucer that sits like a lid on top of a glass.",Tapa is an old word that means a morsel of food.,en,English,0
983,9ad8cf4e2b,"Well, what station plays this kind of music",Which radio station plays the most contemporary Christian music?,en,English,1
9037,2e36f40a5f,"Oh, sorry, wrong church.",It was the right church.,en,English,2
4523,b104c1bf8b,"Bu araştırma alanını teşvik etme fikri çok mantıklı olsa da, işlemsel bir bakış açısıyla sorunludur.",Alanı vurgulamanın değeri vardır.,tr,Turkish,0
5034,23a4fb1e22,L'excellent essai Car Talk de Jacob Weisberg sur la clé des élections au poste de gouverneur et locales de cette année redéfinit l'autocratie.,Weisberg a écrit sur l'élection présidentielle.,fr,French,1
10043,0216b012c9,स्टार फेरी टर्मिनल के पास स्टार हाउस में स्टार कंप्यूटर सिटी भी देखें।,कंप्यूटर सिटी स्टार हाउस की सबसे प्रभावशाली चीज है।,hi,Hindi,1
5708,fa8dcdef8f,İki uzman kütüphanecinin araştırmaya nereden başlayacakları konusunda hiçbir fikirleri yok.,"Arama yeteneklerinin olmaması, referans kütüphanecileri için bir rahatsızlıktı.",tr,Turkish,1
5469,b9d925ac94,"Of course, not all auctions are objective.",Not all auctions sell high-priced items.,en,English,1
2652,2bd2eea084,تو اس کے بعد وہ آگسٹا میں رہا؟,मुझे पता है कि उसने अगस्त को तुरंत कुचल दिया।,ur,Urdu,2
5439,2fc0342d03,"Les nationalités et les groupes ethniques sont si sûrs d'eux, si complaisants, que les insultes ethniques leur sont soit lancées comme des cailloux par un éléphant, soit adoptées comme une forme de divertissement ou même de fierté.",Les groupes ethniques ont honte d'eux-mêmes.,fr,French,2
7321,038b44a483,Τα τέλη του δέκατου όγδοου αιώνα ήταν στην πραγματικότητα μια εκπληκτικά απλή εποχή.,Το τέλος του δέκατου όγδοου αιώνα ήταν περίπλοκο.,el,Greek,2
5281,e4ebed1259,"Two clues in Pennsylvania 1) The guy had said, I'm going to go to the dinner dance and kill some people.",There was only one piece of evidence in Pennsylvania and nothing to do with the boy.,en,English,2
8898,9014efae89,Thank God I've never been to Midland,I go to Midland every other weekend.,en,English,2
3865,ca5dea25ad,Έτσι μου πήρε περίπου μία με δύο ώρες για να βρω αυτό που χρειαζόμουν.,Μου πήρε αρκετόχ ρόνο να το βρω.,el,Greek,0
8943,1d4f1f8424,"However, some respondents cautioned that principle-based standards should not be seen as a panacea for solving problems with financial reporting and could lead to an undesirable situation where you cannot agree on the handling of comparability or similar transactions.",some participants cautioned that principle-based standards should not be viewed as a panacea to solve the problems,en,English,0
2194,41ce3f8a0b,49 Bima ya mishahara inaruhusu wazalishaji wa parachichi kupata gharama nafuu/manufaa kwa kulipa tu mishahara iliyopo.,matapeli hufanya mambo yasiyokubalika na hawakamatwi,sw,Swahili,1
496,8aeb8b1a8d,Eighty percent of pagers in the United States are out of order due to a malfunction of a satellite in space.,Pagers in the United States were unaffected by the satellite malfunction.,en,English,2
1309,8d7a19764b,I noticed that there was a long branch running out from the tree in the right direction.,There are quite long branches pointing in the right direction.,en,English,0
8095,5d31da6ab7,اور شاید ایسا نہیں ہوگا۔ وولورسٹون کی دھیمی، طنزیہ آواز دوسروں کے پراعتماد جوش کے جواب میں آئی، اور بولتے بولتے وہ خون کی طرف بڑھ گیا، جو کہ ایک غیر متوقع اتحادی ہے۔,ولورسٹون نے خون کی طرف بڑھتے ہوئے دھیمی آواز میں اپنا دماغ بولا۔,ur,Urdu,0
7325,715ae448ee,وهكذا ، لدى إحداها قصيدة رومانسية مكتوبة باللاتينية ، تتضمن السطور الأولى المتناقضة كلمات لرجل وامرأة.,تم ذكر الطيور والنحل في هذه القصيدة اللاتينية ، لكن لم يتم وصف أي شخص.,ar,Arabic,2
2531,a2fce5a688,just look what we did to iraq,Iraq was something that shouldn't have happened,en,English,1
715,63c6adfacc,I don't know um-hum,I'm not sure.,en,English,0
2236,0bf017f322,"Αυτή η επιστολή είναι για να σας ενημερώσουμε ότι ενώ έχουμε κάποια επιτυχία αυτή τη σεζόν, χρειαζόμαστε ακόμα τη βοήθειά σας για να συνεχίσουμε το έργο μας για ισχυρή διαχείριση προϋπολογισμού και ζωντανές θεατρικές παραγωγές.",Έχουμε όλη τη βοήθεια που χρειάζεστε!,el,Greek,2
4228,ba47fd953f,1) FBI intelligence documents reveal that Democratic fundraiser Maria Hsia was a Chinese agent.,The FBI has investigated Maria Hsia's background.,en,English,0
4794,e053ff7dbc,Some experts say that catches are more likely on cooler days in the spring and fall and in the hours after sunset.,Hot days are the worst for making a catch.,en,English,1
2624,f64dadb76c,"Al tratar de comprender el comercio real en las bolsas de valores, crecieron las expectativas en parte racionales.",Nadie estaba interesado en el comercio real en las bolsas de valores.,es,Spanish,2
273,f78470a892,Some experts say the chances of hunting are higher during the cooler days of spring and fall and in the hours after sunset.,Experts say you shouldn't attempt to fish after sunset.,en,English,2
4638,b65dc1311f,Waterloo.,Day D.,en,English,2
3129,8fce02217b,"Кроме того, как они могли помочь мне, оставаясь? Пит не ответил ему, он сказал: «Смотрите», и пожал плечами.","Он сказал им, что понял суть, но, в конце концов, это не имело большого значения.",ru,Russian,1
